Year,Admission Year,ICD10 Code,ICD10 Diagnosis,Diagnosis Type,Metric,Sex,Value
2004/05,2004,I60-I69,Cerebrovascular Disease,Circulatory diseases which can be caused by smoking,Number of admissions,Male,45938
2004/05,2004,I71,Aortic Aneurysm,Circulatory diseases which can be caused by smoking,Number of admissions,Male,8713
2004/05,2004,I70,Atherosclerosis,Circulatory diseases which can be caused by smoking,Number of admissions,Male,4714
2004/05,2004,K25-K27,Stomach / Duodenal Ulcer,Digestive diseases which can be caused caused by smoking,Number of admissions,Male,11938
2004/05,2004,K50,Crohns Disease,Digestive diseases which can be caused caused by smoking,Number of admissions,Male,4838
2004/05,2004,K05,Periodontal Disease / Periodonitis,Digestive diseases which can be caused caused by smoking,Number of admissions,Male,1072
2004/05,2004,H25,Age Related Cataract 45+,Other diseases which can be caused by smoking,Number of admissions,Male,47532
2004/05,2004,S72.0-S72.2,Hip Fracture 55+,Other diseases which can be caused by smoking,Number of admissions,Male,12906
2004/05,2004,O03,Spontaneous Abortion,Other diseases which can be caused by smoking,Number of admissions,Male,.
2004/05,2004,All codes,All admissions,All admissions,Number of admissions,Female,4208273
2004/05,2004,C33-C34 & C00-C14 & C15 & C32 & C53 & C67 & C64-C66 & C68 & C16 & C25 & C80 & C92 & J40-J43 & J44 & J10-J18 & I00-I09 & I26-I51 & I20-I25 & I72-I78 & I60-I69 & I71 & I70 & K25-K27 & K50 & K05 & H25 & S72.0-S72.2 & O03,All diseases which can be caused by smoking,All diseases which can be caused by smoking,Number of admissions,Female,637477
2004/05,2004,C00-D48,All cancers,All cancers,Number of admissions,Female,602553
2004/05,2004,J00-J99,All respiratory diseases,All respiratory diseases,Number of admissions,Female,199679
2004/05,2004,I00-I99,All circulatory diseases,All circulatory diseases,Number of admissions,Female,356817
2004/05,2004,K00-K93,All diseases of the digestive system,All diseases of the digestive system,Number of admissions,Female,446023
2004/05,2004,C33-C34,"Trachea, Lung, Bronchus",Cancers which can be caused by smoking,Number of admissions,Female,29686
2004/05,2004,C00-C14,Upper Respiratory Sites,Cancers which can be caused by smoking,Number of admissions,Female,3636
2004/05,2004,C15,Oesophagus,Cancers which can be caused by smoking,Number of admissions,Female,8661
2004/05,2004,C32,Larynx,Cancers which can be caused by smoking,Number of admissions,Female,707
2004/05,2004,C53,Cervical,Cancers which can be caused by smoking,Number of admissions,Female,6388
2004/05,2004,C67,Bladder,Cancers which can be caused by smoking,Number of admissions,Female,18396
2004/05,2004,C64-C66 & C68,Kidney and Renal Pelvis,Cancers which can be caused by smoking,Number of admissions,Female,3319
2004/05,2004,C16,Stomach,Cancers which can be caused by smoking,Number of admissions,Female,6812
2004/05,2004,C25,Pancreas,Cancers which can be caused by smoking,Number of admissions,Female,8123
2004/05,2004,C80,Unspecified Site,Cancers which can be caused by smoking,Number of admissions,Female,7628
2004/05,2004,C92,Myeloid Leukaemia,Cancers which can be caused by smoking,Number of admissions,Female,11614
2004/05,2004,J40-J43,Chronic Obstructive Lung Disease,Respiratory diseases which can be caused by smoking,Number of admissions,Female,2426
2004/05,2004,J44,Chronic Airway Obstruction,Respiratory diseases which can be caused by smoking,Number of admissions,Female,52168
2004/05,2004,J10-J18,"Pneumonia, Influenza",Respiratory diseases which can be caused by smoking,Number of admissions,Female,40706
2004/05,2004,I00-I09 & I26-I51,Other Heart Disease,Circulatory diseases which can be caused by smoking,Number of admissions,Female,102227
2004/05,2004,I20-I25,Ischaemic Heart Disease,Circulatory diseases which can be caused by smoking,Number of admissions,Female,105655
2004/05,2004,I72-I78,Other arterial disease,Circulatory diseases which can be caused by smoking,Number of admissions,Female,15280
2004/05,2004,I60-I69,Cerebrovascular Disease,Circulatory diseases which can be caused by smoking,Number of admissions,Female,50359
2004/05,2004,I71,Aortic Aneurysm,Circulatory diseases which can be caused by smoking,Number of admissions,Female,2652
2004/05,2004,I70,Atherosclerosis,Circulatory diseases which can be caused by smoking,Number of admissions,Female,2962
2004/05,2004,K25-K27,Stomach / Duodenal Ulcer,Digestive diseases which can be caused caused by smoking,Number of admissions,Female,11364
2004/05,2004,K50,Crohns Disease,Digestive diseases which can be caused caused by smoking,Number of admissions,Female,7558
2004/05,2004,K05,Periodontal Disease / Periodonitis,Digestive diseases which can be caused caused by smoking,Number of admissions,Female,1566
2004/05,2004,H25,Age Related Cataract 45+,Other diseases which can be caused by smoking,Number of admissions,Female,78924
2004/05,2004,S72.0-S72.2,Hip Fracture 55+,Other diseases which can be caused by smoking,Number of admissions,Female,46603
2004/05,2004,O03,Spontaneous Abortion,Other diseases which can be caused by smoking,Number of admissions,Female,12057
